Дата вылета;Номер рейса;Аэропорт вылета;Аэропорт прилета;Время вылета;Время прилета;Емкость кабины;LF Кабина;Бронирования по кабинам;Тип ВС;Код кабины;Доход пасс;Пассажиры
2025-01-03;1055;MCX;SVO;14:40;17:45;8;0,75;6;32A;C;1681,48;6
2025-01-03;1055;MCX;SVO;14:40;17:45;150;0,9267;139;32A;Y;6817,42;140
2025-01-03;1129;AER;SVO;06:05;09:40;8;0,75;6;32A;C;1193,26;6
2025-01-03;1129;AER;SVO;06:05;09:40;150;0,96;144;32A;Y;8645,08;145
2025-01-03;1141;AER;SVO;21:20;00:45;28;0,3214;9;321;C;2365,24;10
2025-01-03;1141;AER;SVO;21:20;00:45;142;0,6127;87;321;Y;6713,65;89
2025-01-03;1190;SVO;KZN;10:40;12:20;16;0,1875;3;32B;C;643,73;3
2025-01-03;1190;SVO;KZN;10:40;12:20;167;1,024;171;32B;Y;8378,86;171
2025-01-03;1191;KZN;SVO;13:20;15:05;16;0,1875;3;32B;C;237,72;3
2025-01-03;1191;KZN;SVO;13:20;15:05;167;0,982;164;32B;Y;6769,19;165
2025-01-03;1246;SVO;REN;06:55;11:20;167;1,0838;181;32B;Y;9117,05;183
2025-01-03;1276;SVO;KZN;07:55;09:50;16;0,0625;1;32B;C;0,0;1
2025-01-03;1276;SVO;KZN;07:55;09:50;167;0,9222;154;32B;Y;6554,32;156
2025-01-03;1277;KZN;SVO;10:40;12:25;16;0,1875;3;32B;C;724,2;3
2025-01-03;1277;KZN;SVO;10:40;12:25;167;1,0479;175;32B;Y;7430,22;175
2025-01-03;1478;SVO;ABA;23:55;08:45;20;0,05;1;73H;C;368,55;1
2025-01-03;1478;SVO;ABA;23:55;08:45;138;0,8623;119;73H;Y;13359,39;119
2025-01-03;1479;ABA;SVO;09:55;11:00;20;0,25;5;73H;C;2284,43;5
2025-01-03;1479;ABA;SVO;09:55;11:00;138;0,9638;133;73H;Y;14450,12;135
2025-01-03;1524;SVO;RGK;00:05;08:35;20;0,85;17;73H;C;13267,69;17
2025-01-03;1524;SVO;RGK;00:05;08:35;138;1,0145;140;73H;Y;18274,23;140
2025-01-03;1525;RGK;SVO;11:45;12:35;20;0,5;10;73H;C;5390,61;10
2025-01-03;1525;RGK;SVO;11:45;12:35;138;0,9638;133;73H;Y;14441,03;133
2025-01-03;1713;KHV;SVO;14:35;15:55;36;0,25;9;333;C;3158,79;9
2025-01-03;1713;KHV;SVO;14:35;15:55;265;1,0415;276;333;Y;26987,38;280
2025-01-03;2142;SVO;AYT;11:20;16:40;28;0,8214;23;359;C;10249,43;23
2025-01-03;2142;SVO;AYT;11:20;16:40;24;0,9167;22;359;W;7963,24;22
2025-01-03;2142;SVO;AYT;11:20;16:40;264;0,5985;158;359;Y;35109,4;160
2025-01-03;2143;AYT;SVO;18:15;23:20;28;0,25;7;359;C;3138,85;7
2025-01-03;2143;AYT;SVO;18:15;23:20;24;0,125;3;359;W;0,0;3
2025-01-03;2143;AYT;SVO;18:15;23:20;264;0,4129;109;359;Y;18571,01;109
2025-01-03;6321;LED;KGD;19:10;20:00;8;0,375;3;319;C;529,05;3
2025-01-03;6321;LED;KGD;19:10;20:00;120;0,975;117;319;Y;5750,7;116
2025-01-03;6568;AER;LED;08:00;12:15;8;0,375;3;319;C;762,5;3
2025-01-03;6568;AER;LED;08:00;12:15;120;0,8167;98;319;Y;7158,01;98
2025-01-03;6574;KJA;LED;21:30;22:30;8;0,125;1;319;C;0,0;1
2025-01-03;6574;KJA;LED;21:30;22:30;120;0,675;81;319;Y;8381,51;81
2024-11-10;209;PVG;SVO;11:45;16:45;30;0,8;24;77W;C;44290,94;24
2024-11-10;209;PVG;SVO;11:45;16:45;48;0,6667;32;77W;W;21530,72;34
2024-11-10;209;PVG;SVO;11:45;16:45;324;0,7932;257;77W;Y;114161,17;268
2024-11-10;224;SVO;SYX;12:30;03:20;28;0,5;14;333;C;5400,35;14
2024-11-10;224;SVO;SYX;12:30;03:20;268;0,4328;116;333;Y;29129,57;116
2024-11-10;225;SYX;SVO;04:50;10:15;28;0,4643;13;333;C;13072,92;13
2024-11-10;225;SYX;SVO;04:50;10:15;268;0,4403;118;333;Y;34224,89;118
2024-11-10;233;DEL;SVO;05:50;10:10;30;0,3667;11;77W;C;5879,39;11
2024-11-10;233;DEL;SVO;05:50;10:10;48;0,1458;7;77W;W;2433,36;7
2024-11-10;233;DEL;SVO;05:50;10:10;324;1,0093;327;77W;Y;65650,91;330
2024-11-10;275;HKT;SVO;12:10;18:25;30;0,2667;8;77W;C;6335,33;8
2024-11-10;275;HKT;SVO;12:10;18:25;48;0,2708;13;77W;W;7113,71;13
2024-11-10;275;HKT;SVO;12:10;18:25;324;0,6358;206;77W;Y;57548,45;224
2024-11-10;321;MLE;SVO;11:00;18:00;30;0,5667;17;77W;C;35135,34;17
2024-11-10;321;MLE;SVO;11:00;18:00;48;0,6875;33;77W;W;22809,96;33
2024-11-10;321;MLE;SVO;11:00;18:00;324;0,5802;188;77W;Y;57157,13;188
2024-11-10;427;SSH;SVO;15:45;22:40;30;0,5;15;77W;C;8291,11;15
2024-11-10;427;SSH;SVO;15:45;22:40;48;0,1667;8;77W;W;2014,85;8
2024-11-10;427;SSH;SVO;15:45;22:40;324;0,1667;54;77W;Y;16924,59;58
2024-11-10;521;DXB;SVO;16:35;21:25;30;0,9;27;77W;C;55329,57;27
2024-11-10;521;DXB;SVO;16:35;21:25;48;0,9375;45;77W;W;36984,38;45
2024-11-10;521;DXB;SVO;16:35;21:25;324;0,6389;207;77W;Y;57208,32;209
2024-11-10;526;SVO;DXB;08:25;15:20;30;0,7667;23;77W;C;14436,22;24
2024-11-10;526;SVO;DXB;08:25;15:20;48;0,7708;37;77W;W;14552,6;37
2024-11-10;526;SVO;DXB;08:25;15:20;324;0,4784;155;77W;Y;23504,23;158
2024-11-10;1009;KGD;SVO;06:10;09:50;16;0,5;8;32B;C;817,23;8
2024-11-10;1009;KGD;SVO;06:10;09:50;167;1,0539;176;32B;Y;6869,71;177
2024-11-10;1018;SVO;KGD;11:25;13:00;16;0,5625;9;32B;C;1424,2;9
2024-11-10;1018;SVO;KGD;11:25;13:00;167;0,9581;160;32B;Y;5964,51;162
2024-11-10;1054;SVO;MCX;10:35;13:40;8;0,25;2;32A;C;530,71;2
2024-11-10;1054;SVO;MCX;10:35;13:40;150;0,9933;149;32A;Y;6087,81;149
2024-11-10;1055;MCX;SVO;14:40;17:45;8;1,0;8;32A;C;1859,34;8
2024-11-10;1055;MCX;SVO;14:40;17:45;150;0,9267;139;32A;Y;9606,99;140
2024-11-10;1129;AER;SVO;06:05;09:40;16;1,0;16;32B;C;5996,4;16
2024-11-10;1129;AER;SVO;06:05;09:40;167;0,9701;162;32B;Y;15400,67;165
2024-11-10;1141;AER;SVO;21:20;00:45;28;1,0;28;321;C;12247,48;29
2024-11-10;1141;AER;SVO;21:20;00:45;142;0,9718;138;321;Y;18264,49;140
2024-11-10;1190;SVO;KZN;10:40;12:20;28;0,2857;8;321;C;1644,35;8
2024-11-10;1190;SVO;KZN;10:40;12:20;142;0,9718;138;321;Y;4311,24;139
2024-11-10;1191;KZN;SVO;13:20;15:05;28;0,2857;8;321;C;1904,84;8
2024-11-10;1191;KZN;SVO;13:20;15:05;142;0,8732;124;321;Y;6699,6;124
2024-11-10;1246;SVO;REN;06:55;11:20;150;1,02;153;32A;Y;5645,16;156
2024-11-10;1276;SVO;KZN;08:05;10:00;142;0,8169;116;321;Y;3211,1;118
2024-11-10;1277;KZN;SVO;10:50;12:35;28;0,2143;6;321;C;906,12;6
2024-11-10;1277;KZN;SVO;10:50;12:35;142;0,9577;136;321;Y;7146,35;137
2024-11-10;1478;SVO;ABA;23:50;08:45;20;0,2;4;73H;C;1685,5;4
2024-11-10;1478;SVO;ABA;23:50;08:45;138;1,1159;154;73H;Y;19504,31;155
2024-11-10;1479;ABA;SVO;09:55;11:00;20;0,05;1;73H;C;27,03;1
2024-11-10;1479;ABA;SVO;09:55;11:00;138;1,0725;148;73H;Y;13842,44;148
2024-11-10;1524;SVO;RGK;00:05;08:35;138;1,1232;155;73H;Y;12921,35;155
2024-11-10;1525;RGK;SVO;11:45;12:40;20;0,4;8;73H;C;2042,82;8
2024-11-10;1525;RGK;SVO;11:45;12:40;138;1,0725;148;73H;Y;17342,19;148
2024-11-10;1713;KHV;SVO;14:35;15:55;28;0,7857;22;359;C;13564,54;22
2024-11-10;1713;KHV;SVO;14:35;15:55;24;0,9583;23;359;W;6273,4;23
2024-11-10;1713;KHV;SVO;14:35;15:55;264;0,9356;247;359;Y;22930,86;269
2024-11-10;2142;SVO;AYT;11:25;16:30;16;0,625;10;32B;C;4576,72;10
2024-11-10;2142;SVO;AYT;11:25;16:30;167;0,1677;28;32B;Y;3624,79;28
2024-11-10;2143;AYT;SVO;17:30;22:30;16;0,75;12;32B;C;9199,19;12
2024-11-10;2143;AYT;SVO;17:30;22:30;167;0,4072;68;32B;Y;24453,89;70
2024-11-10;6568;AER;LED;08:00;12:25;8;0,625;5;319;C;1288,57;5
2024-11-10;6568;AER;LED;08:00;12:25;120;0,9667;116;319;Y;14178,43;116
2024-11-10;6574;KJA;LED;19:55;21:05;120;0,8833;106;319;Y;9154,3;106
2024-11-10;6792;SVX;KJA;18:15;23:20;5;0,4;2;SU9;W;197,57;2
2024-11-10;6792;SVX;KJA;18:15;23:20;95;1,0526;100;SU9;Y;5936,02;101
2024-10-10;209;PVG;SVO;11:40;16:20;30;0,5667;17;77W;C;13624,03;17
2024-10-10;209;PVG;SVO;11:40;16:20;48;0,2083;10;77W;W;3253,55;10
2024-10-10;209;PVG;SVO;11:40;16:20;324;0,3148;102;77W;Y;18036,27;103
2024-10-10;224;SVO;SYX;12:40;03:20;28;0,6071;17;333;C;12651,2;17
2024-10-10;224;SVO;SYX;12:40;03:20;268;0,4291;115;333;Y;25546,82;115
2024-10-10;225;SYX;SVO;04:50;10:30;28;0,1786;5;333;C;2480,82;5
2024-10-10;225;SYX;SVO;04:50;10:30;268;0,4515;121;333;Y;25048,84;121
2024-10-10;233;DEL;SVO;05:00;09:00;12;0,5833;7;32Q;C;5095,2;7
2024-10-10;233;DEL;SVO;05:00;09:00;184;0,8804;162;32Q;Y;34713,92;162
2024-10-10;275;HKT;SVO;10:35;16:40;30;0,0667;2;77W;C;2311,91;3
2024-10-10;275;HKT;SVO;10:35;16:40;48;0,1042;5;77W;W;2263,73;5
2024-10-10;275;HKT;SVO;10:35;16:40;324;0,3179;103;77W;Y;25180,33;112
2024-10-10;321;MLE;SVO;11:05;17:40;28;0,3929;11;359;C;18969,04;13
2024-10-10;321;MLE;SVO;11:05;17:40;24;0,8333;20;359;W;11515,99;20
2024-10-10;321;MLE;SVO;11:05;17:40;264;0,572;151;359;Y;40823,42;151
2024-10-10;427;SSH;SVO;16:30;22:30;30;0,4333;13;77W;C;3454,1;13
2024-10-10;427;SSH;SVO;16:30;22:30;48;0,0417;2;77W;W;101,97;2
2024-10-10;427;SSH;SVO;16:30;22:30;324;0,1728;56;77W;Y;11410,71;56
2024-10-10;521;DXB;SVO;16:05;20:50;30;0,6667;20;77W;C;8796,18;21
2024-10-10;521;DXB;SVO;16:05;20:50;48;0,4375;21;77W;W;7747,87;21
2024-10-10;521;DXB;SVO;16:05;20:50;324;0,3858;125;77W;Y;20180,79;125
2024-10-10;526;SVO;DXB;09:30;16:20;20;0,65;13;73H;C;11511,12;13
2024-10-10;526;SVO;DXB;09:30;16:20;138;0,5435;75;73H;Y;13904,07;78
2024-10-10;1018;SVO;KGD;12:05;13:40;12;1,0;12;32Q;C;1695,62;12
2024-10-10;1018;SVO;KGD;12:05;13:40;184;1,0054;185;32Q;Y;7279,65;186
2024-10-10;1141;AER;SVO;06:20;09:50;8;0,75;6;32A;C;1307,9;6
2024-10-10;1141;AER;SVO;06:20;09:50;150;0,9733;146;32A;Y;11982,21;152
2024-10-10;1190;SVO;KZN;09:05;10:50;8;0,375;3;32A;C;533,65;3
2024-10-10;1190;SVO;KZN;09:05;10:50;150;0,98;147;32A;Y;5413,28;153
2024-10-10;1191;KZN;SVO;11:40;13:20;8;1,0;8;32A;C;2220,22;8
2024-10-10;1191;KZN;SVO;11:40;13:20;150;0,8933;134;32A;Y;5477,32;137
2024-10-10;1246;SVO;REN;17:55;22:10;28;0,1071;3;321;C;512,28;3
2024-10-10;1246;SVO;REN;17:55;22:10;142;1,1408;162;321;Y;8160,42;162
2024-10-10;1276;SVO;KZN;13:05;14:40;8;0,625;5;32A;C;825,17;5
2024-10-10;1276;SVO;KZN;13:05;14:40;150;0,9667;145;32A;Y;5341,91;144
2024-10-10;1277;KZN;SVO;15:30;17:10;8;1,0;8;32A;C;1452,27;8
2024-10-10;1277;KZN;SVO;15:30;17:10;150;0,92;138;32A;Y;7106,92;153
2024-10-10;1478;SVO;ABA;00:10;08:50;16;0,25;4;32B;C;643,4;4
2024-10-10;1478;SVO;ABA;00:10;08:50;167;1,0;167;32B;Y;13020,19;167
2024-10-10;1479;ABA;SVO;10:00;11:00;16;0,25;4;32B;C;1193,89;4
2024-10-10;1479;ABA;SVO;10:00;11:00;167;1,0539;176;32B;Y;13944,41;176
2024-10-10;1524;SVO;RGK;00:10;08:35;20;0,65;13;73H;C;3879,4;13
2024-10-10;1524;SVO;RGK;00:10;08:35;138;1,058;146;73H;Y;11544,58;146
2024-10-10;1525;RGK;SVO;11:20;11:50;20;0,85;17;73H;C;12203,56;17
2024-10-10;1525;RGK;SVO;11:20;11:50;138;0,942;130;73H;Y;19338,9;132
2024-10-10;1713;KHV;SVO;15:45;16:50;28;0,3571;10;359;C;6450,23;10
2024-10-10;1713;KHV;SVO;15:45;16:50;24;1,0;24;359;W;6368,62;24
2024-10-10;1713;KHV;SVO;15:45;16:50;264;1,053;278;359;Y;25386,11;278
2024-10-10;2142;SVO;AYT;08:00;12:50;30;0,5333;16;77W;C;8723,92;16
2024-10-10;2142;SVO;AYT;08:00;12:50;48;0,4792;23;77W;W;6613,2;23
2024-10-10;2142;SVO;AYT;08:00;12:50;324;0,4444;144;77W;Y;26182,73;144
2024-10-10;2143;AYT;SVO;14:20;19:20;30;0,6333;19;77W;C;19711,44;21
2024-10-10;2143;AYT;SVO;14:20;19:20;48;0,6875;33;77W;W;12240,62;33
2024-10-10;2143;AYT;SVO;14:20;19:20;324;0,4074;132;77W;Y;36404,09;134
2024-10-10;6568;AER;LED;02:20;06:40;8;0,625;5;32A;C;751,73;5
2024-10-10;6568;AER;LED;02:20;06:40;150;1,0267;154;32A;Y;16826,37;157
2024-10-10;6574;KJA;LED;05:55;07:00;8;0,125;1;32A;C;170,68;1
2024-10-10;6574;KJA;LED;05:55;07:00;150;0,9067;136;32A;Y;12166,04;139
2024-12-23;209;PVG;SVO;11:45;16:50;30;0,3333;10;77W;C;6961,64;10
2024-12-23;209;PVG;SVO;11:45;16:50;48;0,4375;21;77W;W;6487,44;21
2024-12-23;209;PVG;SVO;11:45;16:50;324;0,5864;190;77W;Y;32232,58;190
2024-12-23;224;SVO;SYX;16:10;07:00;28;0,3214;9;359;C;7574,88;9
2024-12-23;224;SVO;SYX;16:10;07:00;24;0,2083;5;359;W;1377,03;5
2024-12-23;224;SVO;SYX;16:10;07:00;264;0,5606;148;359;Y;37182,76;148
2024-12-23;225;SYX;SVO;04:50;10:35;28;0,1429;4;333;C;2247,67;4
2024-12-23;225;SYX;SVO;04:50;10:35;268;0,3955;106;333;Y;18518,0;107
2024-12-23;233;DEL;SVO;05:50;10:10;28;0,3571;10;333;C;7388,59;10
2024-12-23;233;DEL;SVO;05:50;10:10;268;1,0149;272;333;Y;43768,39;272
2024-12-23;275;HKT;SVO;12:10;18:25;30;0,3333;10;77W;C;10766,22;10
2024-12-23;275;HKT;SVO;12:10;18:25;48;0,3333;16;77W;W;7978,7;16
2024-12-23;275;HKT;SVO;12:10;18:25;324;0,4568;148;77W;Y;25654,3;148
2024-12-23;321;MLE;SVO;11:00;18:00;28;0,5714;16;77W;C;18057,41;16
2024-12-23;321;MLE;SVO;11:00;18:00;24;0,9583;23;77W;W;11821,36;25
2024-12-23;321;MLE;SVO;11:00;18:00;375;0,5493;206;77W;Y;41495,4;209
2024-12-23;427;SSH;SVO;15:45;22:35;30;0,2667;8;77W;C;2587,7;8
2024-12-23;427;SSH;SVO;15:45;22:35;324;0,108;35;77W;Y;4186,12;36
2024-12-23;521;DXB;SVO;16:35;21:25;28;0,75;21;333;C;19631,93;21
2024-12-23;521;DXB;SVO;16:35;21:25;268;0,4142;111;333;Y;17420,33;110
2024-12-23;526;SVO;DXB;11:15;18:00;28;0,6786;19;333;C;14799,44;19
2024-12-23;526;SVO;DXB;11:15;18:00;268;0,291;78;333;Y;12080,48;79
2024-12-23;1009;KGD;SVO;06:10;09:50;16;0,4375;7;32B;C;1147,97;7
2024-12-23;1009;KGD;SVO;06:10;09:50;29;0,9655;28;32B;W;2556,41;28
2024-12-23;1009;KGD;SVO;06:10;09:50;138;1,0797;149;32B;Y;6114,91;150
2024-12-23;1018;SVO;KGD;11:20;13:00;16;0,75;12;32B;C;1984,79;12
2024-12-23;1018;SVO;KGD;11:20;13:00;29;0,5517;16;32B;W;1341,23;16
2024-12-23;1018;SVO;KGD;11:20;13:00;138;1,029;142;32B;Y;5481,18;142
2024-12-23;1054;SVO;MCX;10:35;13:40;8;0,75;6;32A;C;1267,88;6
2024-12-23;1054;SVO;MCX;10:35;13:40;150;0,9867;148;32A;Y;8896,02;152
2024-12-23;1055;MCX;SVO;14:40;17:45;150;0,8867;133;32A;Y;5626,72;135
2024-12-23;1129;AER;SVO;06:05;09:40;8;0,75;6;32A;C;1544,11;7
2024-12-23;1129;AER;SVO;06:05;09:40;150;1,02;153;32A;Y;5707,0;155
2024-12-23;1141;AER;SVO;21:20;00:45;28;0,25;7;321;C;1043,55;7
2024-12-23;1141;AER;SVO;21:20;00:45;142;0,6338;90;321;Y;3475,41;94
2024-12-23;1190;SVO;KZN;10:40;12:20;8;0,125;1;32A;C;479,42;2
2024-12-23;1190;SVO;KZN;10:40;12:20;150;0,86;129;32A;Y;3455,19;130
2024-12-23;1191;KZN;SVO;13:20;15:05;8;0,875;7;32A;C;1114,78;7
2024-12-23;1191;KZN;SVO;13:20;15:05;150;0,7533;113;32A;Y;5757,48;113
2024-12-23;1246;SVO;REN;06:55;11:20;167;1,0778;180;32B;Y;12114,53;180
2024-12-23;1276;SVO;KZN;08:10;10:00;8;0,625;5;32A;C;1017,45;5
2024-12-23;1276;SVO;KZN;08:10;10:00;150;0,9067;136;32A;Y;4631,61;141
2024-12-23;1277;KZN;SVO;10:50;12:35;8;0,875;7;32A;C;1235,63;7
2024-12-23;1277;KZN;SVO;10:50;12:35;150;0,8933;134;32A;Y;4346,89;134
2024-12-23;1479;ABA;SVO;13:45;14:50;20;0,3;6;73H;C;2239,85;6
2024-12-23;1479;ABA;SVO;13:45;14:50;138;0,8696;120;73H;Y;10668,8;120
2024-12-23;1524;SVO;RGK;04:05;12:35;20;0,6;12;73H;C;5098,93;12
2024-12-23;1524;SVO;RGK;04:05;12:35;138;1,0507;145;73H;Y;15685,13;146
2024-12-23;1525;RGK;SVO;13:10;14:00;20;0,65;13;73H;C;6463,66;13
2024-12-23;1525;RGK;SVO;13:10;14:00;138;1,0362;143;73H;Y;10268,13;145
2024-12-23;1713;KHV;SVO;14:35;15:55;28;0,75;21;359;C;16475,06;21
2024-12-23;1713;KHV;SVO;14:35;15:55;24;1,0;24;359;W;7481,9;24
2024-12-23;1713;KHV;SVO;14:35;15:55;264;0,9811;259;359;Y;25075,13;265
2024-12-23;2142;SVO;AYT;11:25;16:30;12;0,5;6;32Q;C;2567,16;6
2024-12-23;2142;SVO;AYT;11:25;16:30;184;0,5272;97;32Q;Y;14647,07;97
2024-12-23;2143;AYT;SVO;17:30;22:30;12;0,6667;8;32Q;C;2313,44;8
2024-12-23;2143;AYT;SVO;17:30;22:30;184;0,5054;93;32Q;Y;11269,26;93
2024-12-23;6568;AER;LED;08:00;12:25;12;0,0833;1;320;C;0,0;1
2024-12-23;6568;AER;LED;08:00;12:25;156;0,7436;116;320;Y;12599,02;118
2024-12-23;6574;KJA;LED;20:45;21:40;8;0,5;4;319;C;1212,84;3
2024-12-23;6574;KJA;LED;20:45;21:40;120;0,7;84;319;Y;8766,14;85
2024-12-23;6792;SVX;KJA;13:50;18:50;8;0,125;1;319;C;202,7;1
2024-12-23;6792;SVX;KJA;13:50;18:50;120;0,9833;118;319;Y;6730,76;118
2025-01-16;209;PVG;SVO;11:45;16:45;30;0,6667;20;77W;C;15503,17;20
2025-01-16;209;PVG;SVO;11:45;16:45;48;0,6667;32;77W;W;11701,9;33
2025-01-16;209;PVG;SVO;11:45;16:45;324;0,9938;322;77W;Y;71455,64;326
2025-01-16;224;SVO;SYX;12:30;03:20;28;0,1786;5;359;C;3364,0;5
2025-01-16;224;SVO;SYX;12:30;03:20;24;0,0833;2;359;W;682,78;2
2025-01-16;224;SVO;SYX;12:30;03:20;264;0,1856;49;359;Y;10510,83;49
2025-01-16;225;SYX;SVO;04:50;10:35;28;0,75;21;333;C;17288,33;21
2025-01-16;225;SYX;SVO;04:50;10:35;268;0,4515;121;333;Y;36207,77;121
2025-01-16;233;DEL;SVO;05:50;10:10;28;0,4643;13;359;C;12081,43;13
2025-01-16;233;DEL;SVO;05:50;10:10;24;0,2917;7;359;W;2066,32;7
2025-01-16;233;DEL;SVO;05:50;10:10;264;1,0076;266;359;Y;54528,31;268
2025-01-16;275;HKT;SVO;12:10;18:25;30;0,9667;29;77W;C;51231,5;29
2025-01-16;275;HKT;SVO;12:10;18:25;48;0,75;36;77W;W;27754,22;36
2025-01-16;275;HKT;SVO;12:10;18:25;324;0,716;232;77W;Y;100475,27;240
2025-01-16;321;MLE;SVO;11:00;18:00;30;1,0;30;77W;C;87519,07;30
2025-01-16;321;MLE;SVO;11:00;18:00;48;1,0;48;77W;W;38669,29;48
2025-01-16;321;MLE;SVO;11:00;18:00;324;0,6667;216;77W;Y;73726,5;216
2025-01-16;427;SSH;SVO;15:45;22:35;30;0,6;18;77W;C;8226,77;19
2025-01-16;427;SSH;SVO;15:45;22:35;48;0,1042;5;77W;W;1770,27;5
2025-01-16;427;SSH;SVO;15:45;22:35;324;0,1728;56;77W;Y;10444,61;56
2025-01-16;521;DXB;SVO;16:35;21:25;30;0,8;24;77W;C;34342,0;26
2025-01-16;521;DXB;SVO;16:35;21:25;48;0,9583;46;77W;W;19548,95;46
2025-01-16;521;DXB;SVO;16:35;21:25;324;0,4599;149;77W;Y;31091,27;149
2025-01-16;526;SVO;DXB;11:15;18:00;28;0,5357;15;333;C;7561,71;15
2025-01-16;526;SVO;DXB;11:15;18:00;268;0,2239;60;333;Y;9713,41;60
2025-01-16;1009;KGD;SVO;06:10;09:50;16;0,4375;7;32B;C;1262,15;7
2025-01-16;1009;KGD;SVO;06:10;09:50;167;1,0599;177;32B;Y;7714,9;178
2025-01-16;1018;SVO;KGD;11:20;13:00;16;0,5;8;32B;C;1387,39;8
2025-01-16;1018;SVO;KGD;11:20;13:00;29;0,069;2;32B;W;157,09;2
2025-01-16;1018;SVO;KGD;11:20;13:00;138;1,0;138;32B;Y;5946,78;138
2025-01-16;1054;SVO;MCX;10:35;13:40;8;0,25;2;32A;C;614,82;2
2025-01-16;1054;SVO;MCX;10:35;13:40;150;0,7133;107;32A;Y;3793,69;107
2025-01-16;1055;MCX;SVO;14:40;17:45;8;0,625;5;32A;C;839,44;5
2025-01-16;1055;MCX;SVO;14:40;17:45;150;0,9933;149;32A;Y;7680,84;151
2025-01-16;1129;AER;SVO;06:05;09:40;8;0,625;5;32A;C;773,5;5
2025-01-16;1129;AER;SVO;06:05;09:40;150;1,0267;154;32A;Y;8166,12;155
2025-01-16;1141;AER;SVO;21:20;00:45;20;0,55;11;73H;C;2042,07;11
2025-01-16;1141;AER;SVO;21:20;00:45;138;0,6159;85;73H;Y;4944,42;87
2025-01-16;1190;SVO;KZN;10:40;12:20;16;0,25;4;32B;C;847,26;5
2025-01-16;1190;SVO;KZN;10:40;12:20;167;0,8204;137;32B;Y;3777,04;137
2025-01-16;1191;KZN;SVO;13:20;15:05;16;0,125;2;32B;C;248,83;2
2025-01-16;1191;KZN;SVO;13:20;15:05;167;0,5928;99;32B;Y;2696,96;101
2025-01-16;1246;SVO;REN;08:55;13:20;167;0,8024;134;32B;Y;4392,46;136
2025-01-16;1276;SVO;KZN;08:10;10:00;8;0,375;3;32A;C;653,69;3
2025-01-16;1276;SVO;KZN;08:10;10:00;150;0,74;111;32A;Y;3071,37;111
2025-01-16;1277;KZN;SVO;10:50;12:35;8;0,375;3;32A;C;619,23;3
2025-01-16;1277;KZN;SVO;10:50;12:35;150;0,9067;136;32A;Y;3172,8;137
2025-01-16;1478;SVO;ABA;23:55;08:45;20;0,6;12;73H;C;3894,08;12
2025-01-16;1478;SVO;ABA;23:55;08:45;138;1,0652;147;73H;Y;13458,34;148
2025-01-16;1524;SVO;RGK;00:05;08:35;28;0,8929;25;321;C;27699,45;25
2025-01-16;1524;SVO;RGK;00:05;08:35;142;0,9718;138;321;Y;13228,29;140
2025-01-16;1525;RGK;SVO;11:45;12:35;28;0,3929;11;321;C;3845,89;11
2025-01-16;1525;RGK;SVO;11:45;12:35;142;0,8521;121;321;Y;11098,94;122
2025-01-16;1713;KHV;SVO;15:20;16:40;36;0,4167;15;333;C;6272,62;15
2025-01-16;1713;KHV;SVO;15:20;16:40;265;1,0151;269;333;Y;26322,4;269
2025-01-16;2142;SVO;AYT;11:25;16:30;20;0,15;3;73H;C;662,11;3
2025-01-16;2142;SVO;AYT;11:25;16:30;138;0,442;61;73H;Y;7876,31;65
2025-01-16;2143;AYT;SVO;17:30;22:30;20;0,45;9;73H;C;5201,61;9
2025-01-16;2143;AYT;SVO;17:30;22:30;138;0,6957;96;73H;Y;12750,82;92
2025-01-16;6574;KJA;LED;20:45;21:40;8;0,25;2;319;C;305,4;2
2025-01-16;6574;KJA;LED;20:45;21:40;120;0,7667;92;319;Y;6824,84;93
2025-01-16;6792;SVX;KJA;12:15;17:10;8;0,375;3;319;C;465,53;3
2025-01-16;6792;SVX;KJA;12:15;17:10;120;1,0417;125;319;Y;6603,17;126
2024-08-30;209;PVG;SVO;11:40;16:20;28;0,8214;23;77W;C;21773,51;24
2024-08-30;209;PVG;SVO;11:40;16:20;24;0,75;18;77W;W;8575,52;18
2024-08-30;209;PVG;SVO;11:40;16:20;375;0,9947;373;77W;Y;96116,17;376
2024-08-30;224;SVO;SYX;09:30;00:05;28;0,2857;8;333;C;2575,22;6
2024-08-30;224;SVO;SYX;09:30;00:05;268;0,1903;51;333;Y;8510,95;51
2024-08-30;225;SYX;SVO;04:50;10:45;28;0,6429;18;333;C;13403,81;18
2024-08-30;225;SYX;SVO;04:50;10:45;268;0,4963;133;333;Y;36074,95;133
2024-08-30;233;DEL;SVO;05:00;09:00;20;0,35;7;73H;C;3637,41;7
2024-08-30;233;DEL;SVO;05:00;09:00;138;0,9783;135;73H;Y;37350,16;136
2024-08-30;275;HKT;SVO;10:35;16:35;30;0,1;3;77W;C;2238,01;3
2024-08-30;275;HKT;SVO;10:35;16:35;48;0,2292;11;77W;W;6171,19;11
2024-08-30;275;HKT;SVO;10:35;16:35;324;0,6451;209;77W;Y;61665,29;210
2024-08-30;321;MLE;SVO;11:05;17:35;28;0,8214;23;359;C;45604,37;23
2024-08-30;321;MLE;SVO;11:05;17:35;24;1,0;24;359;W;16908,97;24
2024-08-30;321;MLE;SVO;11:05;17:35;264;0,6212;164;359;Y;76027,9;164
2024-08-30;427;SSH;SVO;16:30;22:30;28;0,3571;10;333;C;3472,04;10
